Index,theta,x_upper,x_lower,y_upper,y_lower
A28,1.85213,1.8202869173037655,1.6202869173037653,1.8202869173037655,-2.6440844328288216
A28,1.97816,1.7657525469272424,1.5657525469272422,1.7657525469272424,-2.663642490479342
A28,2.10419,1.7141090855355599,1.5141090855355597,1.7141090855355599,-2.689900214426986
A28,2.23022,1.6661757300174989,1.4661757300174987,1.6661757300174989,-2.7224410902634486
A28,2.35625,1.6227128255290788,1.4227128255290786,1.6227128255290788,-2.7607489367815625
A28,2.4822800000000003,1.5844098044819703,1.3844098044819702,1.5844098044819703,-2.8042160939245098
A28,2.6083100000000004,1.551874250388726,1.3518742503887258,1.551874250388726,-2.852153061822683
A28,2.7343400000000004,1.525622260040105,1.3256222600401049,1.525622260040105,-2.903799438018509
A28,2.8603700000000005,1.5060702568949225,1.3060702568949223,1.5060702568949225,-2.9583359793869866
A28,2.9864,1.493528385542916,1.2935283855429158,1.493528385542916,-3.0148975974191345
A29,-1.4155,1.8691495187275717,1.6691495187275716,1.8691495187275717,-2.6404642406007706
A29,-1.27395,1.9325527245791052,1.732552724579105,1.9325527245791052,-2.625881307068554
A29,-1.1324,1.993264476310688,1.7932644763106877,1.993264476310688,-2.6024994409253304
A29,-0.99085,2.050070358570728,1.8500703585707279,2.050070358570728,-2.570786348939284
A29,-0.8492999999999999,2.1018340849976935,1.9018340849976934,2.1018340849976935,-2.5313763871396167
A29,-0.7077499999999999,2.14752022732217,1.94752022732217,2.14752022732217,-2.4850578718118927
A29,-0.5661999999999999,2.1862149270075255,1.9862149270075253,2.1862149270075255,-2.43275731083099
A29,-0.42464999999999997,2.217144175134845,2.017144175134845,2.217144175134845,-2.3755208707518265
A29,-0.2830999999999999,2.2396892948801574,2.0396892948801573,2.2396892948801574,-2.314493450371095
A29,-0.14154999999999984,2.2533993168884163,2.053399316888416,2.2533993168884163,-2.250895779350923
A29,0.0,2.258,2.058,2.258,-2.186
A30,0.0878,2.404186574901523,2.204186574901523,2.404186574901523,-2.709189634927602
A30,0.12377,2.400426763899246,2.200426763899246,2.400426763899246,-2.673780306110451
A30,0.15974,2.395395986013192,2.195395986013192,2.395395986013192,-2.6385290930828806
A30,0.19571,2.3891007495677754,2.1891007495677752,2.3891007495677754,-2.603481600388677
A30,0.23168,2.3815491987192234,2.1815491987192233,2.3815491987192234,-2.5686831690183447
A30,0.26765,2.372751102919472,2.172751102919472,2.372751102919472,-2.5341788177514055
A30,0.30362,2.3627178442774093,2.162717844277409,2.3627178442774093,-2.500013184915536
A30,0.33959,2.3514624028338273,2.151462402833827,2.3514624028338273,-2.4662304706379046
A30,0.37556,2.3389993397691238,2.1389993397691236,2.3389993397691238,-2.432874379663404
A30,0.41153,2.3253447785654844,2.125344778565484,2.3253447785654844,-2.399988064813758
A30,0.4475,2.3105163841479084,2.110516384147908,2.3105163841479084,-2.367614071160661
A31,2.6941,2.665480468777416,2.465480468777416,2.665480468777416,-2.3676206279636953
A31,2.73007,2.6506523121928782,2.450652312192878,2.6506523121928782,-2.3999947305513865
A31,2.7660400000000003,2.636997992585966,2.4369979925859657,2.636997992585966,-2.432881145712153
A31,2.80201,2.624535174569126,2.424535174569126,2.624535174569126,-2.4662373282445276
A31,2.83798,2.613279981307525,2.4132799813075247,2.613279981307525,-2.5000201252083367
A31,2.87395,2.603246973660487,2.4032469736604867,2.603246973660487,-2.5341858317517176
A31,2.90992,2.5944491313440907,2.3944491313440905,2.5944491313440907,-2.5686902476521474
A31,2.94589,2.5868978361392942,2.386897836139294,2.5868978361392942,-2.60348873449833
A31,2.9818599999999997,2.5806028571673054,2.3806028571673052,2.5806028571673054,-2.638536273438977
A31,3.01783,2.5755723382512583,2.375572338251258,2.5755723382512583,-2.6737875234237545
A31,3.0538,2.5718127873805376,2.3718127873805375,2.5718127873805376,-2.709196879861064
A32,-0.6288,2.6506201700216816,2.4506201700216814,2.6506201700216816,-2.3624524102942495
A32,-0.56592,2.6612286981536717,2.4612286981536715,2.6612286981536717,-2.3468577832478013
A32,-0.50304,2.670836316610251,2.4708363166102507,2.670836316610251,-2.3306273510465982
A32,-0.44016,2.6794050503975066,2.4794050503975065,2.6794050503975066,-2.3138252659638416
A32,-0.37728,2.6869010308085497,2.4869010308085495,2.6869010308085497,-2.296517939783224
A32,-0.3144,2.693294629292688,2.493294629292688,2.693294629292688,-2.2787737813002558
A32,-0.25151999999999997,2.6985605745649908,2.4985605745649906,2.6985605745649908,-2.2606629259302253
A32,-0.18863999999999997,2.7026780524933653,2.502678052493365,2.7026780524933653,-2.2422569584915277
A32,-0.12575999999999998,2.7056307883683215,2.5056307883683213,2.7056307883683215,-2.2236286302601007
A32,-0.06287999999999994,2.7074071112302582,2.507407111230258,2.7074071112302582,-2.2048515714133265
A32,0.0,2.7079999999999997,2.5079999999999996,2.7079999999999997,-2.186
A33,-3.1416,2.2680000000080955,2.0680000000080954,2.2680000000080955,-2.185997796076938
A33,-3.07872,2.2685927502864445,2.0685927502864443,2.2685927502864445,-2.20484937184536
A33,-3.01584,2.2703689352043566,2.0703689352043564,2.2703689352043566,-2.2236264437412236
A33,-2.95296,2.2733215342278927,2.0733215342278926,2.2733215342278927,-2.2422547936641575
A33,-2.8900799999999998,2.2774388769383687,2.0774388769383685,2.2774388769383687,-2.2606607913510404
A33,-2.8272,2.2827046891607568,2.0827046891607566,2.2827046891607568,-2.278771685406376
A33,-2.7643199999999997,2.2890981572888554,2.089098157288855,2.2890981572888554,-2.296515890858862
A33,-2.70144,2.2965940105529787,2.0965940105529786,2.2965940105529787,-2.31382327210756
A33,-2.63856,2.305162620904994,2.1051626209049936,2.305162620904994,-2.330625420139296
A33,-2.5756799999999997,2.314770120125901,2.114770120125901,2.314770120125901,-2.3468559229215677
A33,-2.5128,2.3253785336930775,2.1253785336930773,2.3253785336930775,-2.3624506279021946
A34,0.0,-0.9619999999999999,-1.162,-0.9619999999999999,-2.866
A34,0.15708,-0.9695101472885749,-1.169510147288575,-0.9695101472885749,-2.770574755018573
A34,0.31416,-0.9918556635402146,-1.1918556635402147,-0.9918556635402146,-2.677499207233404
A34,0.47124,-1.028486325416266,-1.2284863254162661,-1.028486325416266,-2.5890651962275473
A34,0.62832,-1.078500160241427,-1.2785001602414272,-1.078500160241427,-2.5074502710107525
A34,0.7854,-1.1406656556681458,-1.340665655668146,-1.1406656556681458,-2.4346640712857215
A34,0.94248,-1.213452083739301,-1.4134520837393012,-1.213452083739301,-2.3724988432180623
A34,1.0995599999999999,-1.2950671926666186,-1.4950671926666188,-1.2950671926666186,-2.3224853081815984
A34,1.25664,-1.3835013382238126,-1.5835013382238128,-1.3835013382238126,-2.2858549711420544
A34,1.41372,-1.4765769680880179,-1.676576968088018,-1.4765769680880179,-2.263509796776143
A34,1.5708,-1.5720022406551128,-1.772002240655113,-1.5720022406551128,-2.2560000000041156
A35,0.0,-1.1119999999999999,-1.312,-1.1119999999999999,-2.866
A35,0.15708,-1.1176633897585972,-1.3176633897585974,-1.1176633897585972,-2.7940399791943333
A35,0.31416,-1.1345141069319649,-1.334514106931965,-1.1345141069319649,-2.723851861192403
A35,0.47124,-1.1621372290024299,-1.36213722900243,-1.1621372290024299,-2.6571639184666753
A35,0.62832,-1.1998525798541908,-1.399852579854191,-1.1998525798541908,-2.5956182371556493
A35,0.7854,-1.246731478044831,-1.4467314780448313,-1.246731478044831,-2.5407302832646423
A35,0.94248,-1.3016196041312762,-1.5016196041312764,-1.3016196041312762,-2.4938515866890305
A35,1.0995599999999999,-1.363165423978106,-1.563165423978106,-1.363165423978106,-2.456136461907435
A35,1.25664,-1.4298534681687767,-1.6298534681687769,-1.4298534681687767,-2.4285135847956476
A35,1.41372,-1.500041648066374,-1.7000416480663743,-1.500041648066374,-2.411663125437747
A35,1.5708,-1.5720016896743474,-1.7720016896743476,-1.5720016896743474,-2.4060000000031034
A36,1.5708,-1.7020011019615309,-1.902001101961531,-1.7020011019615309,-2.266000000002024
A36,1.7278799999999999,-1.7489315367456977,-1.9489315367456979,-1.7489315367456977,-2.2696936874471167
A36,1.88496,-1.7947063559448173,-1.9947063559448175,-1.7947063559448173,-2.280683453744034
A36,2.04204,-1.8381984263316988,-2.038198426331699,-1.8381984263316988,-2.2986986931106235
A36,2.1991199999999997,-1.8783368237932583,-2.0783368237932582,-1.8783368237932583,-2.3232958084941564
A36,2.3562,-1.9141332031594511,-2.1141332031594513,-1.9141332031594511,-2.3538691344539626
A36,2.51328,-1.9447061346550711,-2.1447061346550713,-1.9447061346550711,-2.3896658507242727
A36,2.6703599999999996,-1.969302807727411,-2.1693028077274112,-1.969302807727411,-2.4298045192341444
A36,2.82744,-1.9873175678270223,-2.1873175678270225,-1.9873175678270223,-2.473296788139393
A36,2.98452,-1.9983068297023738,-2.198306829702374,-1.9983068297023738,-2.51907172843873
A36,3.1416,-2.0019999999919045,-2.2019999999919047,-2.0019999999919045,-2.566002203923062
A37,1.5708,-1.7020005509807654,-1.9020005509807656,-1.7020005509807654,-2.4160000000010124
A37,1.7278799999999999,-1.7254657683728487,-1.9254657683728489,-1.7254657683728487,-2.4178468437235585
A37,1.88496,-1.7483531779724086,-1.9483531779724088,-1.7483531779724086,-2.4233417268720174
A37,2.04204,-1.7700992131658493,-1.9700992131658495,-1.7700992131658493,-2.432349346555312
A37,2.1991199999999997,-1.790168411896629,-1.9901684118966292,-1.790168411896629,-2.4446479042470783
A37,2.3562,-1.8080666015797255,-2.0080666015797255,-1.8080666015797255,-2.4599345672269815
A37,2.51328,-1.8233530673275355,-2.0233530673275357,-1.8233530673275355,-2.4778329253621365
A37,2.6703599999999996,-1.8356514038637055,-2.0356514038637057,-1.8356514038637055,-2.4979022596170726
A37,2.82744,-1.844658783913511,-2.044658783913511,-1.844658783913511,-2.5196483940696965
A37,2.98452,-1.850153414851187,-2.050153414851187,-1.850153414851187,-2.5425358642193654
A37,3.1416,-1.8519999999959522,-2.051999999995952,-1.8519999999959522,-2.566001101961531
A38,0.0,-1.8619999999999999,-2.062,-1.8619999999999999,-2.5660000000000003
A38,0.15708,-1.865693515059955,-2.065693515059955,-1.865693515059955,-2.5190695516484785
A38,0.31416,-1.876683113216499,-2.076683113216499,-1.876683113216499,-2.473294692082002
A38,0.47124,-1.8946981928276716,-2.094698192827672,-1.8946981928276716,-2.429802555521745
A38,0.62832,-1.9192951607744724,-2.1192951607744726,-1.9192951607744724,-2.3896640677102066
A38,0.7854,-1.949868355246629,-2.149868355246629,-1.949868355246629,-2.353867576042158
A38,0.94248,-1.9856649592160496,-2.1856649592160498,-1.9856649592160496,-2.323294513058064
A38,1.0995599999999999,-2.025803537377026,-2.225803537377026,-2.025803537377026,-2.2986976925483273
A38,1.25664,-2.069295740110072,-2.269295740110072,-2.069295740110072,-2.280682772692814
A38,1.41372,-2.1150706400432875,-2.3150706400432877,-2.1150706400432875,-2.2696933426767916
A38,1.5708,-2.162001101961531,-2.362001101961531,-2.162001101961531,-2.266000000002024
A39,0.0,-2.012,-2.212,-2.012,-2.5660000000000003
A39,0.15708,-2.0138467575299774,-2.2138467575299776,-2.0138467575299774,-2.5425347758242394
A39,0.31416,-2.0193415566082495,-2.2193415566082497,-2.0193415566082495,-2.519647346041001
A39,0.47124,-2.028349096413836,-2.228349096413836,-2.028349096413836,-2.4979012777608727
A39,0.62832,-2.040647580387236,-2.240647580387236,-2.040647580387236,-2.4778320338551034
A39,0.7854,-2.0559341776233144,-2.2559341776233146,-2.0559341776233144,-2.4599337880210794
A39,0.94248,-2.0738324796080247,-2.273832479608025,-2.0738324796080247,-2.444647256529032
A39,1.0995599999999999,-2.0939017686885126,-2.293901768688513,-2.0939017686885126,-2.432348846274164
A39,1.25664,-2.1156478700550356,-2.315647870055036,-2.1156478700550356,-2.423341386346407
A39,1.41372,-2.138535320021644,-2.338535320021644,-2.138535320021644,-2.417846671338396
A39,1.5708,-2.1620005509807654,-2.3620005509807656,-2.1620005509807654,-2.4160000000010124
A40,1.5708,-2.1620016896743475,-2.3620016896743476,-2.1620016896743475,-2.4060000000031034
A40,1.7278799999999999,-2.2339616896767365,-2.4339616896767367,-2.2339616896767365,-2.4116636540855785
A40,1.88496,-2.3041497457820532,-2.5041497457820534,-2.3041497457820532,-2.4285146290741855
A40,2.04204,-2.370837587041938,-2.570837587041938,-2.370837587041938,-2.4561379961029557
A40,2.1991199999999997,-2.4323831298163294,-2.6323831298163296,-2.4323831298163294,-2.4938535730243725
A40,2.3562,-2.487270911511158,-2.6872709115111584,-2.487270911511158,-2.5407326728294093
A40,2.51328,-2.534149406471109,-2.734149406471109,-2.534149406471109,-2.5956209711105513
A40,2.6703599999999996,-2.5718643051820305,-2.7718643051820306,-2.5718643051820305,-2.657166929492355
A40,2.82744,-2.5994869373347673,-2.7994869373347675,-2.5994869373347673,-2.723855075147069
A40,2.98452,-2.6163371388769736,-2.816337138876974,-2.6163371388769736,-2.794043316939386
A40,3.1416,-2.621999999987587,-2.8219999999875873,-2.621999999987587,-2.866003379348695
A41,1.5708,-2.162002240655113,-2.362002240655113,-2.162002240655113,-2.2560000000041156
A41,1.7278799999999999,-2.2574274580495852,-2.4574274580495854,-2.2574274580495852,-2.2635104978091367
A41,1.88496,-2.350502923754462,-2.550502923754462,-2.350502923754462,-2.2858563559462026
A41,2.04204,-2.4389368002077876,-2.6389368002077878,-2.4389368002077876,-2.3224873426582673
A41,2.1991199999999997,-2.5205515417129583,-2.7205515417129584,-2.5205515417129583,-2.3725014772714506
A41,2.3562,-2.5933375130908836,-2.7933375130908837,-2.5933375130908836,-2.4346672400563905
A41,2.51328,-2.6555024737986446,-2.8555024737986447,-2.6555024737986446,-2.5074538964726876
A41,2.6703599999999996,-2.7055157090457365,-2.9055157090457366,-2.7055157090457365,-2.5890691891094266
A41,2.82744,-2.7421457212482783,-2.9421457212482784,-2.7421457212482783,-2.677503469216765
A41,2.98452,-2.7644905537281605,-2.9644905537281607,-2.7644905537281605,-2.770579181158751
A41,3.1416,-2.771999999983539,-2.9719999999835394,-2.771999999983539,-2.866004481310226
A42,-1.5708,-2.162001101961531,-2.362001101961531,-2.162001101961531,-2.405999999997976
A42,-1.41372,-2.1150706400432875,-2.3150706400432877,-2.1150706400432875,-2.402306657323208
A42,-1.25664,-2.069295740110072,-2.269295740110072,-2.069295740110072,-2.3913172273071863
A42,-1.0995599999999999,-2.025803537377026,-2.225803537377026,-2.025803537377026,-2.373302307451673
A42,-0.94248,-1.9856649592160496,-2.1856649592160498,-1.9856649592160496,-2.3487054869419364
A42,-0.7854,-1.949868355246629,-2.149868355246629,-1.949868355246629,-2.318132423957842
A42,-0.62832,-1.9192951607744724,-2.1192951607744726,-1.9192951607744724,-2.2823359322897936
A42,-0.4712400000000001,-1.8946981928276718,-2.094698192827672,-1.8946981928276718,-2.2421974444782555
A42,-0.31416,-1.876683113216499,-2.076683113216499,-1.876683113216499,-2.198705307917998
A42,-0.1570799999999999,-1.865693515059955,-2.065693515059955,-1.865693515059955,-2.1529304483515217
A42,0.0,-1.8619999999999999,-2.062,-1.8619999999999999,-2.106
A43,-1.5708,-2.1620005509807654,-2.3620005509807656,-2.1620005509807654,-2.255999999998988
A43,-1.41372,-2.138535320021644,-2.338535320021644,-2.138535320021644,-2.2541533286616042
A43,-1.25664,-2.1156478700550356,-2.315647870055036,-2.1156478700550356,-2.248658613653593
A43,-1.0995599999999999,-2.0939017686885126,-2.293901768688513,-2.0939017686885126,-2.2396511537258363
A43,-0.94248,-2.0738324796080247,-2.273832479608025,-2.0738324796080247,-2.227352743470968
A43,-0.7854,-2.0559341776233144,-2.2559341776233146,-2.0559341776233144,-2.2120662119789207
A43,-0.62832,-2.040647580387236,-2.240647580387236,-2.040647580387236,-2.1941679661448967
A43,-0.4712400000000001,-2.028349096413836,-2.228349096413836,-2.028349096413836,-2.1740987222391275
A43,-0.31416,-2.0193415566082495,-2.2193415566082497,-2.0193415566082495,-2.152352653958999
A43,-0.1570799999999999,-2.0138467575299774,-2.2138467575299776,-2.0138467575299774,-2.129465224175761
A43,0.0,-2.012,-2.212,-2.012,-2.106
A44,-3.1416,-2.0019999999919045,-2.2019999999919047,-2.0019999999919045,-2.105997796076938
A44,-2.98452,-1.9983068297023738,-2.198306829702374,-1.9983068297023738,-2.15292827156127
A44,-2.82744,-1.9873175678270223,-2.1873175678270225,-1.9873175678270223,-2.198703211860607
A44,-2.67036,-1.9693028077274115,-2.1693028077274117,-1.9693028077274115,-2.2421954807658557
A44,-2.51328,-1.9447061346550711,-2.1447061346550713,-1.9447061346550711,-2.2823341492757274
A44,-2.3562,-1.9141332031594511,-2.1141332031594513,-1.9141332031594511,-2.3181308655460375
A44,-2.1991199999999997,-1.8783368237932583,-2.0783368237932582,-1.8783368237932583,-2.3487041915058438
A44,-2.04204,-1.8381984263316988,-2.038198426331699,-1.8381984263316988,-2.3733013068893767
A44,-1.88496,-1.7947063559448173,-1.9947063559448175,-1.7947063559448173,-2.391316546255966
A44,-1.7278799999999999,-1.7489315367456977,-1.9489315367456979,-1.7489315367456977,-2.402306312552884
A44,-1.5708,-1.7020011019615309,-1.902001101961531,-1.7020011019615309,-2.405999999997976
A45,-3.1416,-1.8519999999959522,-2.051999999995952,-1.8519999999959522,-2.105998898038469
A45,-2.98452,-1.850153414851187,-2.050153414851187,-1.850153414851187,-2.1294641357806348
A45,-2.82744,-1.844658783913511,-2.044658783913511,-1.844658783913511,-2.1523516059303036
A45,-2.67036,-1.8356514038637057,-2.0356514038637057,-1.8356514038637057,-2.1740977403829276
A45,-2.51328,-1.8233530673275355,-2.0233530673275357,-1.8233530673275355,-2.1941670746378636
A45,-2.3562,-1.8080666015797255,-2.0080666015797255,-1.8080666015797255,-2.2120654327730187
A45,-2.1991199999999997,-1.790168411896629,-1.9901684118966292,-1.790168411896629,-2.227352095752922
A45,-2.04204,-1.7700992131658493,-1.9700992131658495,-1.7700992131658493,-2.2396506534446883
A45,-1.88496,-1.7483531779724086,-1.9483531779724088,-1.7483531779724086,-2.2486582731279827
A45,-1.7278799999999999,-1.7254657683728487,-1.9254657683728489,-1.7254657683728487,-2.2541531562764416
A45,-1.5708,-1.7020005509807654,-1.9020005509807656,-1.7020005509807654,-2.255999999998988
A46,0.0,2.568,2.368,2.568,-1.6960000000000002
A46,0.15708,2.5623366102414025,2.3623366102414023,2.5623366102414025,-1.6240399791943336
A46,0.31416,2.545485893068035,2.3454858930680347,2.545485893068035,-1.553851861192403
A46,0.47124,2.5178627709975703,2.31786277099757,2.5178627709975703,-1.4871639184666752
A46,0.62832,2.4801474201458094,2.280147420145809,2.4801474201458094,-1.4256182371556494
A46,0.7854,2.433268521955169,2.2332685219551687,2.433268521955169,-1.3707302832646424
A46,0.94248,2.378380395868724,2.178380395868724,2.378380395868724,-1.3238515866890306
A46,1.0995599999999999,2.3168345760218942,2.116834576021894,2.3168345760218942,-1.286136461907435
A46,1.25664,2.250146531831223,2.050146531831223,2.250146531831223,-1.2585135847956477
A46,1.41372,2.179958351933626,1.9799583519336257,2.179958351933626,-1.241663125437747
A46,1.5708,2.1079983103256525,1.9079983103256524,2.1079983103256525,-1.2360000000031035
A47,0.0,2.718,2.518,2.718,-1.6960000000000002
A47,0.15708,2.710489852711425,2.5104898527114248,2.710489852711425,-1.6005747550185727
A47,0.31416,2.6881443364597852,2.488144336459785,2.6881443364597852,-1.507499207233404
A47,0.47124,2.651513674583734,2.451513674583734,2.651513674583734,-1.4190651962275476
A47,0.62832,2.601499839758573,2.4014998397585727,2.601499839758573,-1.3374502710107525
A47,0.7854,2.5393343443318543,2.339334344331854,2.5393343443318543,-1.2646640712857213
A47,0.94248,2.466547916260699,2.266547916260699,2.466547916260699,-1.2024988432180623
A47,1.0995599999999999,2.384932807333381,2.184932807333381,2.384932807333381,-1.1524853081815984
A47,1.25664,2.2964986617761873,2.096498661776187,2.2964986617761873,-1.1158549711420545
A47,1.41372,2.203423031911982,2.0034230319119817,2.203423031911982,-1.093509796776143
A47,1.5708,2.107997759344887,1.907997759344887,2.107997759344887,-1.0860000000041155
A48,-1.5708,2.107997759344887,1.907997759344887,2.107997759344887,-1.5459999999958849
A48,-1.41372,2.203423031911982,2.0034230319119817,2.203423031911982,-1.5384902032238572
A48,-1.25664,2.2964986617761873,2.096498661776187,2.2964986617761873,-1.5161450288579457
A48,-1.0995599999999999,2.384932807333381,2.184932807333381,2.384932807333381,-1.479514691818402
A48,-0.94248,2.466547916260699,2.266547916260699,2.466547916260699,-1.429501156781938
A48,-0.7854,2.5393343443318543,2.339334344331854,2.5393343443318543,-1.367335928714279
A48,-0.62832,2.601499839758573,2.4014998397585727,2.601499839758573,-1.2945497289892476
A48,-0.4712400000000001,2.651513674583734,2.451513674583734,2.651513674583734,-1.2129348037724528
A48,-0.31416,2.6881443364597852,2.488144336459785,2.6881443364597852,-1.1245007927665962
A48,-0.1570799999999999,2.710489852711425,2.5104898527114248,2.710489852711425,-1.0314252449814274
A48,0.0,2.718,2.518,2.718,-0.9359999999999999
A49,-1.5708,2.1079983103256525,1.9079983103256524,2.1079983103256525,-1.3959999999968968
A49,-1.41372,2.179958351933626,1.9799583519336257,2.179958351933626,-1.390336874562253
A49,-1.25664,2.250146531831223,2.050146531831223,2.250146531831223,-1.3734864152043524
A49,-1.0995599999999999,2.3168345760218942,2.116834576021894,2.3168345760218942,-1.3458635380925654
A49,-0.94248,2.378380395868724,2.178380395868724,2.378380395868724,-1.3081484133109695
A49,-0.7854,2.433268521955169,2.2332685219551687,2.433268521955169,-1.261269716735358
A49,-0.62832,2.4801474201458094,2.280147420145809,2.4801474201458094,-1.2063817628443507
A49,-0.4712400000000001,2.51786277099757,2.3178627709975697,2.51786277099757,-1.1448360815333252
A49,-0.31416,2.545485893068035,2.3454858930680347,2.545485893068035,-1.0781481388075973
A49,-0.1570799999999999,2.5623366102414025,2.3623366102414023,2.5623366102414025,-1.0079600208056665
A49,0.0,2.568,2.368,2.568,-0.9359999999999999
A50,0.0,2.258,2.058,2.258,-1.6960000000000002
A50,0.15708,2.2561532424700226,2.0561532424700224,2.2561532424700226,-1.6725347758242393
A50,0.31416,2.2506584433917505,2.0506584433917503,2.2506584433917505,-1.649647346041001
A50,0.47124,2.241650903586164,2.041650903586164,2.241650903586164,-1.6279012777608726
A50,0.62832,2.229352419612764,2.029352419612764,2.229352419612764,-1.6078320338551033
A50,0.7854,2.2140658223766856,2.0140658223766854,2.2140658223766856,-1.589933788021079
A50,0.94248,2.1961675203919753,1.996167520391975,2.1961675203919753,-1.574647256529032
A50,1.0995599999999999,2.1760982313114874,1.9760982313114872,2.1760982313114874,-1.5623488462741637
A50,1.25664,2.1543521299449644,1.9543521299449642,2.1543521299449644,-1.553341386346407
A50,1.41372,2.131464679978356,1.931464679978356,2.131464679978356,-1.5478466713383958
A50,1.5708,2.1079994490192346,1.9079994490192345,2.1079994490192346,-1.5460000000010121
A51,0.0,2.408,2.2079999999999997,2.408,-1.6960000000000002
A51,0.15708,2.404306484940045,2.204306484940045,2.404306484940045,-1.6490695516484786
A51,0.31416,2.3933168867835013,2.193316886783501,2.3933168867835013,-1.603294692082002
A51,0.47124,2.3753018071723284,2.1753018071723282,2.3753018071723284,-1.5598025555217447
A51,0.62832,2.3507048392255276,2.1507048392255275,2.3507048392255276,-1.5196640677102062
A51,0.7854,2.320131644753371,2.120131644753371,2.320131644753371,-1.483867576042158
A51,0.94248,2.2843350407839504,2.0843350407839503,2.2843350407839504,-1.4532945130580635
A51,1.0995599999999999,2.2441964626229747,2.0441964626229745,2.2441964626229747,-1.4286976925483272
A51,1.25664,2.2007042598899282,2.000704259889928,2.2007042598899282,-1.4106827726928137
A51,1.41372,2.1549293599567125,1.9549293599567124,2.1549293599567125,-1.3996933426767917
A51,1.5708,2.107998898038469,1.907998898038469,2.107998898038469,-1.396000000002024
A52,-1.5708,2.107998898038469,1.907998898038469,2.107998898038469,-1.235999999997976
A52,-1.41372,2.1549293599567125,1.9549293599567124,2.1549293599567125,-1.2323066573232087
A52,-1.25664,2.2007042598899282,2.000704259889928,2.2007042598899282,-1.2213172273071864
A52,-1.0995599999999999,2.2441964626229747,2.0441964626229745,2.2441964626229747,-1.203302307451673
A52,-0.94248,2.2843350407839504,2.0843350407839503,2.2843350407839504,-1.1787054869419367
A52,-0.7854,2.320131644753371,2.120131644753371,2.320131644753371,-1.148132423957842
A52,-0.62832,2.3507048392255276,2.1507048392255275,2.3507048392255276,-1.1123359322897939
A52,-0.4712400000000001,2.3753018071723284,2.1753018071723282,2.3753018071723284,-1.0721974444782554
A52,-0.31416,2.3933168867835013,2.193316886783501,2.3933168867835013,-1.0287053079179982
A52,-0.1570799999999999,2.404306484940045,2.204306484940045,2.404306484940045,-0.9829304483515217
A52,0.0,2.408,2.2079999999999997,2.408,-0.9359999999999999
A53,-1.5708,2.1079994490192346,1.9079994490192345,2.1079994490192346,-1.085999999998988
A53,-1.41372,2.131464679978356,1.931464679978356,2.131464679978356,-1.0841533286616043
A53,-1.25664,2.1543521299449644,1.9543521299449642,2.1543521299449644,-1.0786586136535932
A53,-1.0995599999999999,2.1760982313114874,1.9760982313114872,2.1760982313114874,-1.0696511537258366
A53,-0.94248,2.1961675203919753,1.996167520391975,2.1961675203919753,-1.0573527434709684
A53,-0.7854,2.2140658223766856,2.0140658223766854,2.2140658223766856,-1.042066211978921
A53,-0.62832,2.229352419612764,2.029352419612764,2.229352419612764,-1.024167966144897
A53,-0.4712400000000001,2.241650903586164,2.041650903586164,2.241650903586164,-1.0040987222391278
A53,-0.31416,2.2506584433917505,2.0506584433917503,2.2506584433917505,-0.9823526539589991
A53,-0.1570799999999999,2.2561532424700226,2.0561532424700224,2.2561532424700226,-0.9594652241757607
A53,0.0,2.258,2.058,2.258,-0.9359999999999999
A54,1.5708,0.477997759344887,0.2779977593448869,0.477997759344887,-1.0860000000041155
A54,1.7278799999999999,0.3825725419504147,0.1825725419504147,0.3825725419504147,-1.0935104978091366
A54,1.88496,0.28949707624553805,0.08949707624553804,0.28949707624553805,-1.1158563559462025
A54,2.04204,0.20106319979221235,0.0010631997922123382,0.20106319979221235,-1.1524873426582674
A54,2.1991199999999997,0.11944845828704151,-0.0805515417129585,0.11944845828704151,-1.2025014772714508
A54,2.3562,0.04666248690911626,-0.15333751309088375,0.04666248690911626,-1.2646672400563905
A54,2.51328,-0.015502473798644473,-0.21550247379864448,-0.015502473798644473,-1.3374538964726879
A54,2.6703599999999996,-0.06551570904573631,-0.2655157090457363,-0.06551570904573631,-1.4190691891094267
A54,2.82744,-0.10214572124827823,-0.3021457212482782,-0.10214572124827823,-1.5075034692167655
A54,2.98452,-0.12449055372816051,-0.3244905537281605,-0.12449055372816051,-1.600579181158751
A54,3.1416,-0.13199999998353926,-0.33199999998353924,-0.13199999998353926,-1.6960044813102262
A55,1.5708,0.47799831032565243,0.2779983103256525,0.47799831032565243,-1.2360000000031035
A55,1.7278799999999999,0.40603831032326354,0.20603831032326356,0.40603831032326354,-1.2416636540855783
A55,1.88496,0.33585025421794673,0.13585025421794672,0.33585025421794673,-1.2585146290741855
A55,2.04204,0.26916241295806176,0.06916241295806175,0.26916241295806176,-1.2861379961029558
A55,2.1991199999999997,0.20761687018367062,0.007616870183670604,0.20761687018367062,-1.3238535730243728
A55,2.3562,0.15272908848884173,-0.04727091151115828,0.15272908848884173,-1.3707326728294094
A55,2.51328,0.10585059352889106,-0.09414940647110895,0.10585059352889106,-1.4256209711105514
A55,2.6703599999999996,0.0681356948179693,-0.1318643051820307,0.0681356948179693,-1.4871669294923546
A55,2.82744,0.040513062665232774,-0.15948693733476724,0.040513062665232774,-1.553855075147069
A55,2.98452,0.02366286112302643,-0.17633713887697358,0.02366286112302643,-1.6240433169393862
